"","indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long","indicat"
"3124",478,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-2","DOTBI","28","RELOP",21.5,11,NA,NA,NA,"Sim","114","294","Não",2,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.865344444,-38.889369444,557
"3125",478,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-2","DOTBI","28","UDESI",11.7,12,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.846330556,-38.523619444,557
"3126",478,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-2","DOTBI","28","SV083",1,11,"7",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.548794444,-38.830380556,557
"3127",478,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-2","DOTBI","28","TOGPA",NA,NA,"4",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.7729,-38.160980556,557
"3128",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","FROTI",85.2,28,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-10.277,-38.38766667,558
"3129",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","ILPIX",48.9,27,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-11.698122222,-38.516769444,558
"3130",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","SV071",13,27,NA,"14",NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.515794444,-38.570347222,558
"3131",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","SV024",7.6,175,NA,NA,NA,"Sim","27","27","Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.733133333,-38.584636111,558
"3132",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","UDESI",11.7,12,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.846330556,-38.523619444,558
"3133",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","SV083",1,11,"7",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.548794444,-38.830380556,558
"3134",479,"SBSV","STAR","STAR RNAV UDESI 2B RWY 28-3","FROTI","28","TOGPA",NA,NA,"4",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UDESI 2B RWY 28",-12.908611,-38.322778,-12.7729,-38.160980556,558
"3135",480,"SBFL","SID","SID OMNI RWY 14 32-1","PISTA(SBFL)","14 32","PISTA(SBFL)",NA,141,"25","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID OMNI RWY 14 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,35
"3136",481,"SBFL","SID","SID OMNI RWY 14 32-2","PISTA(SBFL)","14 32","PISTA(SBFL)",NA,321,"40","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID OMNI RWY 14 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,36
"3137",482,"SBFL","SID","SID RNAV BODOP 1B RWY 32-1","UBROS","32","PISTA(SBFL)",NA,321,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,84
"3138",482,"SBFL","SID","SID RNAV BODOP 1B RWY 32-1","UBROS","32","BODOP",17,81,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.481488889,-48.494141667,84
"3139",482,"SBFL","SID","SID RNAV BODOP 1B RWY 32-1","UBROS","32","FL924",28.7,39,"60","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.341722222,-48.216936111,84
"3140",482,"SBFL","SID","SID RNAV BODOP 1B RWY 32-1","UBROS","32","FL926",48.4,39,"150","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-26.888866667,-48.042527778,84
"3141",482,"SBFL","SID","SID RNAV BODOP 1B RWY 32-1","UBROS","32","UBROS",NA,NA,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-26.123994444,-47.751358333,84
"3142",483,"SBFL","SID","SID RNAV BODOP 1B RWY 32-2","EGDED","32","PISTA(SBFL)",NA,321,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,85
"3143",483,"SBFL","SID","SID RNAV BODOP 1B RWY 32-2","EGDED","32","BODOP",17,81,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.481488889,-48.494141667,85
"3144",483,"SBFL","SID","SID RNAV BODOP 1B RWY 32-2","EGDED","32","FL924",28.5,81,"60","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.341722222,-48.216936111,85
"3145",483,"SBFL","SID","SID RNAV BODOP 1B RWY 32-2","EGDED","32","FL978",26.4,81,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.107091667,-47.753772222,85
"3146",483,"SBFL","SID","SID RNAV BODOP 1B RWY 32-2","EGDED","32","EGDED",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-26.886563889,-47.326533333,85
"3147",484,"SBFL","SID","SID RNAV BODOP 1B RWY 32-3","ENSUG","32","PISTA(SBFL)",NA,321,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,86
"3148",484,"SBFL","SID","SID RNAV BODOP 1B RWY 32-3","ENSUG","32","BODOP",26.2,10,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.481488889,-48.494141667,86
"3149",484,"SBFL","SID","SID RNAV BODOP 1B RWY 32-3","ENSUG","32","FL923",56.6,10,"130","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.049166667,-48.576894444,86
"3150",484,"SBFL","SID","SID RNAV BODOP 1B RWY 32-3","ENSUG","32","ENSUG",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-26.1164,-48.75335,86
"3151",485,"SBFL","SID","SID RNAV BODOP 1B RWY 32-4","ILVOR","32","PISTA(SBFL)",NA,321,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,87
"3152",485,"SBFL","SID","SID RNAV BODOP 1B RWY 32-4","ILVOR","32","BODOP",26.2,16,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.481488889,-48.494141667,87
"3153",485,"SBFL","SID","SID RNAV BODOP 1B RWY 32-4","ILVOR","32","FL922",38,16,"130","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-27.044844444,-48.530483333,87
"3154",485,"SBFL","SID","SID RNAV BODOP 1B RWY 32-4","ILVOR","32","ILVOR",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV BODOP 1B RWY 32",-27.67434088,-48.5460263,-26.411544444,-48.582680556,87
"3155",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","PISTA(SBFL)",NA,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,224
"3156",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","MIGAK",13.2,312,"57","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.878458333,-48.551411111,224
"3157",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","FL913",10.8,312,"90","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.795219444,-48.781877778,224
"3158",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","FL914",49.2,298,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.726827778,-48.970180556,224
"3159",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","FL916",41.2,306,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.611736111,-49.884216667,224
"3160",486,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-1","NESMI","14","NESMI",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.4157,-50.624755556,224
"3161",487,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-2","UGREV","14","PISTA(SBFL)",NA,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,225
"3162",487,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-2","UGREV","14","MIGAK",30.2,247,"57","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-27.878458333,-48.551411111,225
"3163",487,"SBFL","SID","SID RNAV MIGAK 1A RWY 14-2","UGREV","14","UGREV",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MIGAK 1A RWY 14",-27.67434088,-48.5460263,-28.221811111,-48.96445,225
"3164",488,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-1","NESMI","32","PISTA(SBFL)",16,321,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,231
"3165",488,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-1","NESMI","32","MUKAL",38.5,300,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.52705,-48.808127778,231
"3166",488,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-1","NESMI","32","UMKOT",26.6,296,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.415372222,-49.518891667,231
"3167",488,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-1","NESMI","32","FL921",32.7,284,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.363627778,-50.01435,231
"3168",488,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-1","NESMI","32","NESMI",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.4157,-50.624755556,231
"3169",489,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-2","UGREV","32","PISTA(SBFL)",16,321,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.67102318,-48.54140956,232
"3170",489,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-2","UGREV","32","MUKAL",14,213,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.52705,-48.808127778,232
"3171",489,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-2","UGREV","32","FL981",28.4,210,"NA","80","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-27.754066667,-48.869041667,232
"3172",489,"SBFL","SID","SID RNAV MUKAL 2B RWY 32-2","UGREV","32","UGREV",NA,NA,"NA",NA,"NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV MUKAL 2B RWY 32",-27.67434088,-48.5460263,-28.221811111,-48.96445,232
"3173",490,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-1","ENSUG","14","PISTA(SBFL)",0,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,268
"3174",490,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-1","ENSUG","14","PUNOD",18.9,11,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.5442,-48.377777778,268
"3175",490,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-1","ENSUG","14","FL911",68.9,6,"120","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.232255556,-48.434241667,268
"3176",490,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-1","ENSUG","14","ENSUG",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-26.1164,-48.75335,268
"3177",491,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-2","ILVOR","14","PISTA(SBFL)",0,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,269
"3178",491,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-2","ILVOR","14","PUNOD",18.9,11,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.5442,-48.377777778,269
"3179",491,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-2","ILVOR","14","FL911",49.7,11,"120","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.232255556,-48.434241667,269
"3180",491,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-2","ILVOR","14","ILVOR",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-26.411544444,-48.582680556,269
"3181",492,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-3","UBROS","14","PISTA(SBFL)",0,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,270
"3182",492,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-3","UBROS","14","PUNOD",41.6,42,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.5442,-48.377777778,270
"3183",492,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-3","UBROS","14","FL912",49.8,42,"150","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-26.898305556,-48.090477778,270
"3184",492,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-3","UBROS","14","UBROS",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-26.123994444,-47.751358333,270
"3185",493,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-4","EGDED","14","PISTA(SBFL)",0,141,"20","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.67102318,-48.54140956,271
"3186",493,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-4","EGDED","14","PUNOD",43.1,76,"NA","60","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.5442,-48.377777778,271
"3187",493,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-4","EGDED","14","FL976",25.6,75,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-27.136755556,-47.713586111,271
"3188",493,"SBFL","SID","SID RNAV PUNOD 4A RWY 14-4","EGDED","14","EGDED",NA,NA,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",4,"SID RNAV PUNOD 4A RWY 14",-27.67434088,-48.5460263,-26.886563889,-47.326533333,271
"3189",494,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-1","VAPAP","14","VAPAP",26.8,112,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.4823,-50.103533333,412
"3190",494,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-1","VAPAP","14","FL934",18.5,112,NA,"160","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.500025,-49.601277778,412
"3191",494,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-1","VAPAP","14","FL936",23.8,112,"54",NA,"NA","SIM","112","292","NÃ£o",1,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.513030556,-49.254136111,412
"3192",494,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-1","VAPAP","14","MUKAL",NA,NA,"51","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.52705,-48.808127778,412
"3193",495,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-2","DADMO","14","DADMO",30.3,64,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-28.474008333,-49.671413889,413
"3194",495,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-2","DADMO","14","FL931",12,64,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-28.115163889,-49.269130556,413
"3195",495,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-2","DADMO","14","FL932",12.4,64,"70","NA","NA","SIM","64","244","NÃ£o",2,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.972886111,-49.110736111,413
"3196",495,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-2","DADMO","14","FL933",13.5,64,NA,"80","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.825563889,-48.947380556,413
"3197",495,"SBFL","STAR","STAR RNAV DADMO 1A - VAPAP 1A RWY 14-2","DADMO","14","ILRUK",NA,NA,"57","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV DADMO 1A - VAPAP 1A RWY 14",-27.67434088,-48.5460263,-27.664908333,-48.769991667,413
"3198",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","EDREX",23,189,"190","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-25.694697222,-49.279644444,438
"3199",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","UMPOV",28.5,183,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.071152778,-49.198266667,438
"3200",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","PONLU",14,186,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.527177778,-49.045525,438
"3201",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","PUDNI",15.3,189,NA,"NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.753619444,-48.981622222,438
"3202",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","FL938",7.3,189,"140","NA","NA","SIM","189","9","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.004452778,-48.925627778,438
"3203",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","FL937",24.6,189,"120","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.123961111,-48.898858333,438
"3204",496,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-1","EDREX","14","MUKAL",NA,NA,"51","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.52705,-48.808127778,438
"3205",497,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-2","PUBIS","14","PUBIS",48.3,219,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.032744444,-48.032544444,439
"3206",497,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-2","PUBIS","14","FL928",8.2,219,"130","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.797311111,-48.320744444,439
"3207",497,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-2","PUBIS","14","FL927",19.9,230,"100","110","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.927347222,-48.370180556,439
"3208",497,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-2","PUBIS","14","FL939",17.4,218,"80","NA","NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.215638889,-48.555083333,439
"3209",497,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-2","PUBIS","14","DIMOG",NA,NA,"50",NA,"NA","NÃ£o","NA","NA","NÃ£o",2,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.493341667,-48.653438889,439
"3210",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","EGDED",21.4,237,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-26.886563889,-47.326533333,440
"3211",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","FL953",18.2,253,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.175027778,-47.561030556,440
"3212",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","FL997",31.9,254,"NA","NA","NA","SIM","253","73","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.361355556,-47.830977778,440
"3213",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","EPKON",12.1,321,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.67715,-48.312038889,440
"3214",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","MUGAB",9.2,321,"70","NA","NA","NÃ£o","NA","NA","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.572938889,-48.506102778,440
"3215",498,"SBFL","STAR","STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14-3","EGDED","14","DIMOG",NA,NA,"50",NA,"NA","NÃ£o","NA","NA","NÃ£o",3,"STAR RNAV EDREX 1A - EGDED 2A - PUBIS 1A RWY 14",-27.67434088,-48.5460263,-27.493341667,-48.653438889,440
"3216",499,"SBFL","STAR","STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32-1","EDREX","32","EDREX",23,189,"190","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32",-27.67434088,-48.5460263,-25.694697222,-49.279644444,441
"3217",499,"SBFL","STAR","STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32-1","EDREX","32","UMPOV",28.5,183,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32",-27.67434088,-48.5460263,-26.071152778,-49.198266667,441
"3218",499,"SBFL","STAR","STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32-1","EDREX","32","PONLU",14,186,"NA","NA","NA","NÃ£o","NA","NA","NÃ£o",1,"STAR RNAV EDREX 1B - EGDED 1B - PUBIS 1B RWY 32",-27.67434088,-48.5460263,-26.527177778,-49.045525,441
