"","indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long","indicat"
"105",25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083,66
"106",25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778,66
"107",25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","OPVIX",134.6,348,NA,"90",NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556,66
"108",25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-14.029722222,-49.551111111,66
"109",26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083,67
"110",26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778,67
"111",26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","OPVIX",63,343,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556,67
"112",26,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-2","PABUM","29R","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.076388889,-48.936388889,67
"113",27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083,68
"114",27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778,68
"115",27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","OPVIX",42,311,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556,68
"116",27,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-3","KOGDI","29R","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.671333333,-48.946666667,68
"117",28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083,69
"118",28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778,69
"119",28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","OPVIX",26.9,261,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556,69
"120",28,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-4","TIPTU","29R","TIPTU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-16.128833333,-48.6605,69
"121",29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083,70
"122",29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778,70
"123",29,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-5","OPVIX","29R","OPVIX",44.7,232,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556,70
"124",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083,80
"125",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","GAXON",9,108,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333,80
"126",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","KIACA",8.4,108,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.067569444,-47.809391667,80
"127",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","BR052",8,108,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.058166667,-47.663833333,80
"128",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","NEDES",25.4,135,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.049096972,-47.525909111,80
"129",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","BR106",33.5,139,"240",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.213922222,-47.121561111,80
"130",30,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-1","SAVPU","29R","SAVPU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.462222222,-46.601944444,80
"131",31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083,81
"132",31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333,81
"133",31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","BOBEM",62.9,153,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667,81
"134",31,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-2","GEPMO","29R","GEPMO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.850555556,-47.127222222,81
"135",32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083,82
"136",32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333,82
"137",32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","BOBEM",92.4,173,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667,82
"138",32,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-3","ENRUR","29R","ENRUR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-17.508666667,-47.166402778,82
"139",33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-15.86917,-47.92083,83
"140",33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","GAXON",5,193,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.0775,-47.964833333,83
"141",33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","BOBEM",85.3,181,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-16.160122222,-47.951116667,83
"142",33,"SBBR","SID","SID RNAV BOBEM 2A - SAVPU 1A RWY 29R-4","GEBEP","29R","GEBEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV BOBEM 2A - SAVPU 1A RWY",-15.871111,-47.918611,-17.489388889,-47.412566667,83
"143",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,126
"144",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,126
"145",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,126
"146",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,126
"147",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","BR104",31.2,292,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,126
"148",34,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-1","KOGDI","11L","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.671333333,-48.946666667,126
"149",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,127
"150",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,127
"151",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,127
"152",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,127
"153",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","BR104",47.1,341,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,127
"154",35,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-2","PABUM","11L","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.076388889,-48.936388889,127
"155",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,128
"156",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,128
"157",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,128
"158",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,128
"159",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","BR104",118.6,348,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,128
"160",36,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-3","UGUGA","11L","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.029722222,-49.551111111,128
"161",37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,129
"162",37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,129
"163",37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","ESBUX",50.4,355,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,129
"164",37,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-4","ILKUS","11L","ILKUS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.923055556,-48.198888889,129
"165",38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,130
"166",38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,130
"167",38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","ESBUX",61.9,30,NA,"100",NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,130
"168",38,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-5","PULUV","11L","PULUV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.650486111,-47.657291667,130
"169",39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","PISTA(SBBR)",5.9,95,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,131
"170",39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","TEDUB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.832736111,-47.8,131
"171",39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","ESBUX",71,63,NA,"100",NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,131
"172",39,"SBBR","SID","SID RNAV ESBUX 2B RWY 11L-6","EPDEP","11L","EPDEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 2B RWY 11L",-15.871111,-47.918611,-14.779994444,-47.005961111,131
"173",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,132
"174",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,132
"175",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,132
"176",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,132
"177",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","BR104",31.2,292,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,132
"178",40,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-1","KOGDI","11L","KOGDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.671333333,-48.946666667,132
"179",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,133
"180",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,133
"181",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,133
"182",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,133
"183",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","BR104",47.1,341,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,133
"184",41,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-2","PABUM","11L","PABUM",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.076388889,-48.936388889,133
"185",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,134
"186",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,134
"187",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","ESBUX",21.9,292,NA,"100",NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,134
"188",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","BR151",12.7,292,"110",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.675516667,-48.188813889,134
"189",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","BR104",118.6,348,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.674847222,-48.407963889,134
"190",42,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-3","UGUGA","11L","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.029722222,-49.551111111,134
"191",43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,135
"192",43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,135
"193",43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","ESBUX",50.4,355,NA,"100",NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,135
"194",43,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-4","ILKUS","11L","ILKUS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.923055556,-48.198888889,135
"195",44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,136
"196",44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,136
"197",44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","ESBUX",61.9,30,NA,"100",NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,136
"198",44,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-5","PULUV","11L","PULUV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.650486111,-47.657291667,136
"199",45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","PISTA(SBBR)",10.1,108,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083,137
"200",45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","KOTVU",11.5,357,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222,137
"201",45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","ESBUX",71,63,NA,"100",NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-15.6765,-47.809833333,137
"202",45,"SBBR","SID","SID RNAV ESBUX 6A RWY 11L-6","EPDEP","11L","EPDEP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV ESBUX 6A RWY 11L",-15.871111,-47.918611,-14.779994444,-47.005961111,137
"203",46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","PISTA(SBBR)",NA,NA,"42",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083,152
"204",46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","GAXON",17.4,108,NA,"100",NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.0775,-47.964833333,152
"205",46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","BR052",8,108,"110",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.058166667,-47.663833333,152
"206",46,"SBBR","SID","SID RNAV GAXON 2A RWY 29L-1","SAVPU","29L","NEDES",25.4,135,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GAXON 2A RWY 29L",-15.871111,-47.918611,-16.049096972,-47.525909111,152
